PositionX [?m],PositionY [?m],Time [s]
12.092029,13.431159,14:40.8
11.983333,13.341667,14:41.8
12.081667,13.31,14:42.8
12.109167,13.355833,14:43.8
12.161111,13.392063,14:44.8
12.090833,13.3375,14:45.8
12.266667,13.341667,14:46.8
12.109167,13.401667,14:47.8
12.128947,13.383333,14:48.8
12.035833,13.2825,14:49.8
12.041667,13.291667,14:50.8
12.115942,13.271739,14:51.8
12.071053,13.335088,14:52.9
12.084722,13.368056,14:53.8
12.083333,13.341667,14:54.8
12.161111,13.308642,14:55.8
12.115942,13.295652,14:56.8
12.147826,13.335507,14:57.8
12.31,13.374167,14:58.8
12.223913,13.343478,14:59.8
12.107971,13.494928,15:00.8
12.176389,13.3375,15:01.9
12.129333,13.361333,15:02.8
12.15,13.316667,15:03.8
12.206944,13.3375,15:04.8
12.204762,13.374603,15:05.8
12.16875,13.436806,15:06.8
12.266667,13.375,15:07.8
12.276543,13.281481,15:08.8
12.313889,13.352778,15:09.8
12.227536,13.399275,15:10.8
12.321528,13.360417,15:11.8
12.331159,13.375362,15:12.8
12.211594,13.367391,15:13.8
12.325,13.383333,15:14.8
12.309524,13.409524,15:15.8
12.355072,13.399275,15:16.8
12.31859,13.446795,15:17.8
12.302976,13.416071,15:18.8
12.429167,13.421528,15:19.8
12.325,13.4,15:20.8
12.359722,13.429167,15:21.8
12.309524,13.383333,15:22.8
12.361905,13.357143,15:23.9
12.386,13.390667,15:24.8
12.382639,13.345139,15:25.8
12.393333,13.42,15:26.8
12.353846,13.404487,15:27.8
12.233333,13.391667,15:28.8
12.276282,13.376282,15:29.8
12.309524,13.322222,15:30.8
12.283333,13.369753,15:31.8
12.32,13.365,15:32.8
12.290123,13.410494,15:33.8
12.316667,13.416667,15:34.8
12.308333,13.341667,15:35.8
12.2375,13.396429,15:36.8
12.225,13.375,15:37.8
12.316667,13.275,15:38.8
12.329167,13.261111,15:39.8
12.305333,13.288,15:40.8
12.276,13.332,15:41.8
12.325641,13.341026,15:42.8
12.321528,13.444444,15:43.8
12.375,13.291667,15:44.8
12.323188,13.383333,15:45.8
12.332692,13.419872,15:46.8
12.276786,13.31131,15:47.8
12.195333,13.388,15:48.8
12.188,13.251333,15:49.8
12.169841,13.21746,15:50.8
12.139855,13.295652,15:51.8
12.12037,13.271296,15:52.8
12.242593,13.281481,15:53.8
12.275,13.3,15:54.8
12.200833,13.264167,15:55.8
12.215789,13.296491,15:56.8
12.191667,13.291667,15:57.8
12.276,13.280667,15:58.8
12.33913,13.331884,15:59.8
12.355072,13.315942,16:00.8
12.25,13.333333,16:01.8
12.246667,13.291667,16:02.9
12.410833,13.31,16:03.8
12.292063,13.234921,16:04.8
12.211594,13.367391,16:05.8
12.196032,13.339683,16:06.8
12.206944,13.322222,16:07.8
12.16875,13.329861,16:08.8
12.235507,13.287681,16:09.8
12.149359,13.319872,16:10.8
12.176389,13.429167,16:11.8
12.235507,13.327536,16:12.8
12.344444,13.422222,16:13.8
12.290972,13.26875,16:14.8
12.216667,13.366667,16:15.8
12.290385,13.207051,16:16.8
12.184028,13.245833,16:17.8
12.255833,13.1725,16:18.8
12.257143,13.243651,16:19.8
12.224667,13.302667,16:20.8
12.196491,13.2,16:21.8
12.275,13.25,16:22.8
12.242593,13.17963,16:23.8
12.302667,13.251333,16:24.8
12.223913,13.263768,16:25.8
12.211594,13.215942,16:26.8
12.229333,13.288,16:27.8
12.152381,13.19127,16:28.8
12.241667,13.308333,16:29.8
12.283333,13.306944,16:30.9
12.158333,13.183333,16:31.8
12.183333,13.333333,16:32.8
12.184028,13.284722,16:33.8
12.191667,13.245,16:34.8
12.202667,13.266,16:35.9
12.311538,13.171795,16:36.8
12.246667,13.209167,16:37.8
12.2,13.266667,16:38.8
12.191667,13.2,16:39.8
12.054167,13.218333,16:40.8
12.078,13.229333,16:41.8
12.191667,13.2,16:42.8
12.202667,13.266,16:43.8
12.2,13.308333,16:44.8
12.1275,13.300833,16:45.8
12.177193,13.228947,16:46.8
12.211594,13.144203,16:47.8
12.163768,13.207971,16:48.8
12.173333,13.288,16:49.8
12.235507,13.215942,16:50.8
12.180667,13.229333,16:51.8
12.158333,13.283333,16:52.8
12.178571,13.269841,16:53.8
12.195333,13.214667,16:54.8
12.275,13.2,16:55.8
12.222222,13.252381,16:56.8
12.170513,13.235256,16:57.8
12.227536,13.255797,16:58.8
12.241667,13.291667,16:59.8
12.170513,13.157692,17:00.8
12.171739,13.287681,17:01.8
12.235802,13.281481,17:02.8
12.144,13.295333,17:03.8
12.069444,13.322222,17:04.8
12.247826,13.271739,17:05.8
12.064744,13.249359,17:06.8
12.109649,13.228947,17:07.8
12.175,13.216667,17:08.8
12.056863,13.243137,17:09.8
12.133333,13.166667,17:10.8
12.195652,13.223913,17:11.8
12.07381,13.234921,17:12.8
12.15,13.283333,17:13.8
12.191667,13.275,17:14.8
12.148246,13.228947,17:15.8
12.076087,13.215942,17:16.8
12.108333,13.2,17:17.8
12.084058,13.207971,17:18.8
12.264167,13.135833,17:19.8
12.248246,13.228947,17:20.8
12.287681,13.160145,17:21.8
12.12619,13.165079,17:22.8
12.271739,13.112319,17:23.8
12.261111,13.112698,17:24.8
12.210185,13.138889,17:25.8
12.343478,13.192029,17:26.8
12.1825,13.2825,17:27.9
12.204762,13.19127,17:28.8
12.21,13.163333,17:29.8
12.208333,13.166667,17:30.8
12.15,13.2,17:31.8
12.307246,13.048551,17:32.8
12.329167,13.071667,17:33.8
12.283333,13.09,17:34.8
12.191667,13.2,17:35.8
12.206944,13.108333,17:36.8
12.32,13.190833,17:37.8
12.361905,13.138889,17:38.8
12.283333,13.138889,17:39.8
12.325,13.075,17:40.8
12.393333,13.044167,17:41.8
12.390278,13.093056,17:42.8
12.311538,13.066026,17:43.8
12.275,13.166667,17:44.8
12.375,13.158333,17:45.8
12.398765,13.159259,17:46.8
12.361905,13.103968,17:47.8
12.326984,13.156349,17:48.8
12.359722,13.123611,17:49.8
12.344444,13.100694,17:50.8
12.344444,13.261111,17:51.8
12.375,13.230556,17:52.9
12.32,13.148667,17:53.8
12.290972,13.146528,17:54.8
12.420833,13.09,17:55.8
12.444444,13.093056,17:56.8
12.335714,13.086508,17:57.8
12.30625,13.108333,17:58.8
12.386,13.134,17:59.8
12.366667,12.991667,18:00.8
12.350877,13.113158,18:01.8
12.416667,12.958333,18:02.8
12.283333,13.083333,18:03.8
12.326984,13.103968,18:04.8
12.378986,12.944928,18:05.8
12.255833,12.934167,18:06.8
12.222222,12.970833,18:07.8
12.329167,12.98,18:08.8
12.230952,13.130159,18:09.8
12.161111,13.077778,18:10.8
12.225439,13.113158,18:11.8
12.359722,13.13125,18:12.8
12.302632,13.064912,18:13.8
12.265873,13.130159,18:14.8
12.257143,13.069048,18:15.8
12.2,12.991667,18:16.8
12.258333,12.933333,18:17.8
12.222222,12.914815,18:18.8
12.248958,12.970833,18:19.8
12.354386,12.987719,18:20.8
12.383333,13.016667,18:21.8
12.208333,13.041667,18:22.8
12.1,13.108333,18:23.8
12.242593,13.098148,18:24.8
12.332407,13.026852,18:25.8
12.260417,13.031944,18:26.8
12.300833,12.989167,18:27.8
12.31859,12.967308,18:28.8
12.213492,12.981746,18:29.8
12.283333,12.921014,18:30.9
12.35,12.991667,18:31.8
12.347101,13.024638,18:32.8
12.216667,13.016667,18:33.8
12.155797,12.984783,18:34.8
12.265873,12.946825,18:35.8
12.15,13.016667,18:36.8
12.32193,12.929825,18:37.8
12.200833,12.989167,18:38.8
12.302632,12.97807,18:39.8
12.25098,12.930392,18:40.8
12.292063,12.999206,18:41.8
12.309524,12.981746,18:42.8
12.275694,12.947917,18:43.8
12.318254,12.955556,18:44.8
12.371014,12.984783,18:45.8
12.332692,13.037821,18:46.8
12.309524,13.060317,18:47.8
12.390278,13.070139,18:48.8
12.344444,13.193056,18:49.8
12.390278,13.070139,18:50.8
12.371333,13.19,18:51.8
12.315217,13.064493,18:52.8
12.364,13.197333,18:53.8
12.405556,13.123611,18:54.9
12.489583,13.154167,18:55.8
12.391667,13.133333,18:56.8
12.428472,13.054861,18:57.8
12.290667,13.119333,18:58.8
12.283333,13.156,18:59.8
12.398765,13.104938,19:00.8
12.305333,13.141333,19:01.8
12.323188,13.088406,19:02.8
12.327333,13.104667,19:03.8
12.339744,13.14359,19:04.8
12.388095,13.025397,19:05.8
12.394928,13.128261,19:06.8
12.347101,13.088406,19:07.8
12.364,13.134,19:08.8
12.396154,13.094231,19:09.8
12.331159,13.088406,19:10.8
12.458333,13.008333,19:11.8
12.396825,13.086508,19:12.8
12.466667,13.083333,19:13.8
12.403205,13.101282,19:14.8
12.394928,13.088406,19:15.8
12.394928,13.056522,19:16.8
12.315217,13.04058,19:17.8
12.332692,13.023718,19:18.8
12.239683,13.016667,19:19.8
12.275362,12.952899,19:20.8
12.298611,12.955556,19:21.8
12.246667,12.958,19:22.8
12.333333,12.95,19:23.8
12.241026,12.939103,19:24.8
12.213492,12.938095,19:25.8
12.186842,12.997368,19:26.8
12.177193,12.987719,19:27.8
12.268056,12.940278,19:28.8
12.275694,12.947917,19:29.8
12.302976,12.944643,19:30.8
12.33913,12.96087,19:31.8
12.213492,12.964286,19:32.8
12.218627,12.951961,19:33.8
12.208333,12.95,19:34.8
12.245139,12.970833,19:35.9
12.290123,12.935185,19:36.8
12.200833,13.025833,19:37.8
12.255833,12.8975,19:38.8
12.219565,12.952899,19:39.8
12.200538,12.939785,19:40.8
12.163462,12.946154,19:41.8
12.121154,12.953205,19:42.8
12.191667,12.953205,19:43.8
12.116667,13.05,19:44.8
12.191667,12.95119,19:45.8
12.172024,13.0625,19:46.8
12.232,13.053333,19:47.8
12.235802,12.969136,19:48.8
12.283333,12.970833,19:49.8
12.211594,13.128261,19:50.8
12.232,13.053333,19:51.8
12.177564,13.030769,19:52.8
12.262179,13.016667,19:53.8
12.233333,13.083333,19:54.8
12.232,13.053333,19:55.8
12.283333,13.016667,19:56.8
12.216667,13.141667,19:57.8
12.239333,12.914,19:58.8
12.233333,12.95,19:59.8
12.226923,12.939103,20:00.8
12.290972,12.947917,20:01.8
12.335714,12.946825,20:02.8
12.307246,12.936957,20:03.8
12.339744,12.960256,20:04.8
12.346795,12.953205,20:05.8
12.274603,13.016667,20:06.8
12.30625,12.99375,20:07.8
12.229012,13.023457,20:08.8
12.305333,13.024,20:09.8
12.315217,12.992754,20:10.8
12.241667,13.025,20:11.8
12.224405,13.010119,20:12.8
12.386957,13.064493,20:13.8
12.361905,13.086508,20:14.8
12.382639,13.138889,20:15.8
12.447368,13.103509,20:16.8
12.439167,13.1175,20:17.8
12.496,13.244,20:18.8
12.549167,13.2275,20:19.8
12.485,13.209167,20:20.8
12.517593,13.149074,20:21.8
12.522464,13.184058,20:22.8
12.489583,13.177083,20:23.8
12.482609,13.088406,20:24.8
12.514912,13.171053,20:25.8
12.527778,13.138889,20:26.8
12.510317,13.138889,20:27.8
12.378986,13.128261,20:28.8
12.437719,13.113158,20:29.8
12.604167,13.0075,20:30.8
12.533333,12.991667,20:31.8
12.466667,13.130159,20:32.8
12.457937,13.165079,20:33.8
12.4575,13.145,20:34.8
12.483333,13.183333,20:35.8
12.558333,13.057407,20:36.8
12.475833,13.0625,20:37.8
12.482609,13.088406,20:38.8
12.457018,13.103509,20:39.8
12.457018,13.055263,20:40.8
12.388095,13.042857,20:41.8
12.466667,13.108333,20:42.8
12.433333,13.125,20:43.8
12.310833,13.2,20:44.8
12.378667,13.126667,20:45.8
12.338333,13.108333,20:46.8
12.375,13.108333,20:47.8
12.393333,13.044167,20:48.8
12.359722,12.963194,20:49.8
12.457937,13.095238,20:50.8
12.549206,13.130159,20:51.8
12.341228,13.055263,20:52.8
12.356667,12.955556,20:53.8
12.393333,12.961667,20:54.8
12.312281,13.035965,20:55.8
12.329167,13.044167,20:56.8
12.316667,13.091667,20:57.8
12.312281,13.151754,20:58.8
12.297059,13.113725,20:59.8
12.229412,13.070588,21:00.8
12.232407,13.169444,21:01.8
12.228333,13.108333,21:02.8
12.191667,13.016667,21:03.8
12.240196,13.102941,21:04.8
12.283333,13.108333,21:05.8
12.326471,13.005882,21:06.8
12.291667,13.057407,21:07.8
12.191667,13.108333,21:08.8
12.191667,13.108333,21:09.8
12.291667,13.2,21:10.8
12.255833,13.044167,21:11.8
12.365,13.035,21:12.8
12.340625,13.028125,21:13.8
12.20614,13.035965,21:14.8
12.20614,13.122807,21:15.8
12.222222,13.016667,21:16.8
12.283333,13.085417,21:17.8
12.161111,13.147619,21:18.8
12.164167,13.1175,21:19.8
12.177193,13.09386,21:20.8
12.17549,13.038235,21:21.8
12.191667,13.057407,21:22.8
12.17549,13.038235,21:23.8
12.191667,13.057407,21:24.8
12.191667,13.057407,21:25.8
12.115942,13.12029,21:26.8
12.17549,13.038235,21:27.8
12.17549,13.038235,21:28.8
12.191667,13.108333,21:29.8
12.212037,13.149074,21:30.8
12.261765,13.12451,21:31.8
12.191667,13.108333,21:32.8
12.191667,13.016667,21:33.8
12.230952,13.108333,21:34.8
12.203125,12.970833,21:35.8
12.262963,13.006481,21:36.8
12.283333,13.016667,21:37.8
12.265,13.0075,21:38.8
12.21,13.028889,21:39.8
12.233333,13.108333,21:40.8
12.118333,13.025833,21:41.8
12.071053,13.045614,21:42.8
12.071053,13.045614,21:43.8
12.07963,12.965741,21:44.8
12.17549,12.995098,21:45.8
12.128947,12.987719,21:46.8
11.959804,13.005882,21:47.8
12.071053,12.987719,21:48.8
12.038235,12.941176,21:49.8
12.008333,12.964286,21:50.8
11.938235,12.941176,21:51.8
11.977778,13.067778,21:52.8
11.938235,12.941176,21:53.8
11.945614,12.987719,21:54.8
11.992157,13.038235,21:55.8
12.008333,13.116667,21:56.8
12.026667,13.128889,21:57.8
12.02451,13.038235,21:58.8
12.108333,13.147619,21:59.8
12.054167,13.085417,22:00.8
11.935,13.0075,22:01.8
11.945614,12.987719,22:02.8
11.925833,12.998333,22:03.8
12.108333,12.975926,22:04.8
12.138889,13.016667,22:05.8
11.988406,13.008696,22:06.8
12.156349,13.007937,22:07.8
11.992157,13.038235,22:08.8
12.003509,13.016667,22:09.8
11.964912,13.084211,22:10.8
11.938235,13.12451,22:11.8
11.970588,13.038235,22:12.8
11.935,13.0075,22:13.8
11.945614,12.987719,22:14.8
12.049074,12.986111,22:15.8
12.008333,13.016667,22:16.8
11.967593,12.996296,22:17.8
11.938235,13.092157,22:18.8
11.916667,13.108333,22:19.8
11.969048,13.108333,22:20.8
12.008333,13.108333,22:21.8
12.2,13.108333,22:22.8
12.108333,13.069048,22:23.8
11.916667,13.077778,22:24.8
12.016667,13.14359,22:25.8
11.938235,13.12451,22:26.8
12.008333,13.108333,22:27.8
12.008333,13.159259,22:28.8
12.008333,13.108333,22:29.8
11.945614,13.045614,22:30.8
11.825,13.108333,22:31.8
11.916667,13.108333,22:32.8
11.916667,13.108333,22:33.8
11.825,13.108333,22:34.8
11.864286,13.108333,22:35.8
11.987719,13.171053,22:36.8
11.925833,13.181667,22:37.8
11.84537,13.067593,22:38.8
11.951587,13.22619,22:39.8
11.873529,13.146078,22:40.8
11.925833,13.181667,22:41.8
11.916667,13.14359,22:42.8
11.99,13.126667,22:43.8
11.945614,13.171053,22:44.8
11.916667,13.135294,22:45.8
11.855556,13.2,22:46.8
11.825,13.2,22:47.8
11.808824,13.178431,22:48.8
11.841176,13.221569,22:49.8
11.806667,13.126667,22:50.8
11.825,13.108333,22:51.8
11.881746,13.19127,22:52.8
11.825,13.2,22:53.8
11.870833,13.209167,22:54.8
11.936458,13.13125,22:55.8
11.762281,13.171053,22:56.8
11.825,13.108333,22:57.8
11.925833,13.181667,22:58.8
11.898333,13.209167,22:59.8
11.916667,13.2,23:00.8
11.870833,13.280208,23:01.8
11.916667,13.261111,23:02.8
11.953333,13.236667,23:03.8
12.067593,13.22037,23:04.8
12.008333,13.2,23:05.8
12.008333,13.2,23:06.8
11.977778,13.2,23:07.8
12.008333,13.291667,23:08.8
11.939583,13.299306,23:09.8
11.964912,13.248246,23:10.8
11.938235,13.307843,23:11.8
11.916667,13.291667,23:12.8
11.895098,13.307843,23:13.8
11.916667,13.291667,23:14.8
11.825,13.240741,23:15.8
11.941667,13.283333,23:16.8
11.924638,13.295652,23:17.8
11.95,13.275,23:18.8
11.925833,13.3375,23:19.8
11.916667,13.22619,23:20.8
11.916667,13.291667,23:21.8
11.916667,13.2275,23:22.8
11.859375,13.188542,23:23.8
11.916667,13.2,23:24.8
11.825,13.2,23:25.8
11.898333,13.209167,23:26.8
11.916667,13.291667,23:27.8
11.855556,13.2,23:28.8
12.008333,13.108333,23:29.8
11.945614,13.171053,23:30.8
11.973958,13.188542,23:31.8
11.907018,13.161404,23:32.8
11.981373,13.156863,23:33.8
11.935,13.190833,23:34.8
11.906481,13.22037,23:35.8
11.937037,13.189815,23:36.8
11.9625,13.190833,23:37.8
11.955263,13.209649,23:38.8
12.1,13.228947,23:39.8
12.067647,13.221569,23:40.8
12.008333,13.2,23:41.8
12.1,13.291667,23:42.8
12.035833,13.300833,23:43.8
12.021429,13.278571,23:44.8
12.008333,13.291667,23:45.8
11.916667,13.219298,23:46.8
11.977778,13.2,23:47.8
11.945614,13.171053,23:48.8
12.02451,13.221569,23:49.8
11.998148,13.17963,23:50.8
11.945614,13.171053,23:51.8
11.925833,13.218333,23:52.8
11.987963,13.250926,23:53.8
11.977778,13.2,23:54.8
11.970588,13.329412,23:55.8
12.008333,13.2,23:56.8
12.02451,13.361765,23:57.8
12.071053,13.354386,23:58.8
12.008333,13.383333,23:59.8
12.008333,13.383333,24:00.8
12.03125,13.3375,24:01.8
12.067647,13.361765,24:02.8
12.1,13.2,24:03.8
12.191667,13.291667,24:04.8
12.218627,13.286275,24:05.8
12.145833,13.3375,24:06.8
12.089815,13.403704,24:07.8
11.935965,13.383333,24:08.8
11.967593,13.362963,24:09.8
11.916667,13.291667,24:10.8
12.047619,13.291667,24:11.8
12.008333,13.383333,24:12.8
11.977778,13.334444,24:13.8
11.958333,13.366667,24:14.8
11.969048,13.291667,24:15.8
12.008333,13.330952,24:16.8
12.018519,13.362963,24:17.8
12.008333,13.383333,24:18.8
11.938235,13.307843,24:19.8
11.905882,13.243137,24:20.8
11.9625,13.245833,24:21.8
12.008333,13.240741,24:22.8
11.916667,13.291667,24:23.8
12.008333,13.342593,24:24.8
12.008333,13.291667,24:25.8
12.02451,13.221569,24:26.8
12.061404,13.364035,24:27.8
12.047619,13.291667,24:28.8
12.080702,13.30614,24:29.8
12.075556,13.297778,24:30.8
12.029487,13.312821,24:31.8
12.03125,13.303125,24:32.8
12.1,13.318627,24:33.8
12.1,13.439744,24:34.8
12.063333,13.3375,24:35.8
12.128947,13.354386,24:36.8
12.03125,13.303125,24:37.8
12.038889,13.313492,24:38.8
12.02451,13.329412,24:39.8
11.977778,13.383333,24:40.8
11.945614,13.354386,24:41.8
12.002222,13.444444,24:42.8
12.054167,13.463542,24:43.8
12.088542,13.440625,24:44.8
12.191667,13.493333,24:45.8
12.1,13.383333,24:46.8
11.9625,13.374167,24:47.8
11.99,13.31,24:48.8
11.947222,13.332407,24:49.8
12.078431,13.297059,24:50.8
11.981373,13.286275,24:51.8
12.014444,13.358889,24:52.8
11.969048,13.291667,24:53.8
12.026667,13.31,24:54.8
12.008333,13.383333,24:55.8
12.008333,13.330952,24:56.8
11.99,13.371111,24:57.8
11.987179,13.312821,24:58.8
12.008333,13.383333,24:59.8
12.008333,13.342593,25:00.8
11.965556,13.322222,25:01.8
11.99,13.273333,25:02.8
11.916667,13.291667,25:03.8
11.945614,13.354386,25:04.8
12.008333,13.383333,25:05.8
11.992157,13.361765,25:06.8
11.992157,13.361765,25:07.8
12.008333,13.348958,25:08.8
12.081667,13.3925,25:09.8
11.992157,13.361765,25:10.8
12.0175,13.401667,25:11.8
11.938235,13.307843,25:12.8
11.984211,13.296491,25:13.8
12.008333,13.2,25:14.8
12.038889,13.187778,25:15.8
12.089216,13.156863,25:16.8
12.059259,13.291667,25:17.8
11.969048,13.291667,25:18.8
12.1,13.291667,25:19.8
12.08254,13.296032,25:20.8
12.047619,13.291667,25:21.8
12.054167,13.314583,25:22.8
12.038889,13.334444,25:23.8
12.089216,13.340196,25:24.8
12.035294,13.297059,25:25.8
12.026667,13.273333,25:26.8
11.957407,13.291667,25:27.8
12.002941,13.340196,25:28.8
12.059259,13.291667,25:29.8
12.109167,13.365,25:30.8
12.121569,13.329412,25:31.8
12.119298,13.383333,25:32.8
12.1,13.383333,25:33.8
12.128947,13.354386,25:34.8
12.128947,13.354386,25:35.8
12.051111,13.261111,25:36.8
12.1,13.383333,25:37.8
12.083333,13.366667,25:38.8
12.1,13.291667,25:39.8
12.090833,13.401667,25:40.8
12.078431,13.458824,25:41.8
12.1,13.448039,25:42.8
12.244737,13.373684,25:43.8
12.150926,13.403704,25:44.8
12.191667,13.342593,25:45.8
12.207843,13.361765,25:46.8
12.261765,13.458824,25:47.8
12.17549,13.404902,25:48.8
12.207843,13.404902,25:49.8
12.244048,13.317857,25:50.8
12.191667,13.383333,25:51.8
12.191667,13.330952,25:52.8
12.17549,13.361765,25:53.8
12.212821,13.312821,25:54.8
12.17549,13.361765,25:55.8
12.191667,13.2,25:56.8
12.191667,13.2,25:57.8
12.21,13.273333,25:58.8
12.1,13.2,25:59.8
12.191667,13.2,26:00.8
12.191667,13.252381,26:01.8
12.191667,13.2,26:02.8
12.234444,13.261111,26:03.8
12.207843,13.221569,26:04.8
12.219167,13.2825,26:05.8
12.191667,13.240741,26:06.8
12.191667,13.2,26:07.8
12.283333,13.267544,26:08.8
12.274603,13.313492,26:09.8
12.248413,13.19127,26:10.8
12.232407,13.17963,26:11.8
12.303704,13.250926,26:12.8
12.254386,13.228947,26:13.8
12.21,13.273333,26:14.8
12.191667,13.240741,26:15.8
12.261765,13.27549,26:16.8
12.173333,13.273333,26:17.8
12.283333,13.291667,26:18.8
12.222222,13.248889,26:19.8
12.164706,13.2,26:20.8
12.191667,13.2,26:21.8
12.173333,13.273333,26:22.8
12.254386,13.228947,26:23.8
12.274167,13.181667,26:24.8
12.283333,13.135294,26:25.8
12.358824,13.178431,26:26.8
12.375,13.159259,26:27.8
12.248958,13.165625,26:28.8
12.375,13.15,26:29.8
12.380392,13.04902,26:30.8
12.391667,13.158333,26:31.8
12.307778,13.297778,26:32.8
12.39537,13.149074,26:33.8
12.388095,13.269841,26:34.8
12.358333,13.158333,26:35.8
12.375,13.145,26:36.8
12.375,13.159259,26:37.8
12.393333,13.190833,26:38.8
12.409375,13.188542,26:39.8
12.391176,13.210784,26:40.8
12.379825,13.132456,26:41.8
12.388095,13.130159,26:42.8
12.389474,13.084211,26:43.8
12.361905,13.130159,26:44.8
12.340625,13.211458,26:45.8
12.335714,13.291667,26:46.8
12.417778,13.212222,26:47.8
12.358824,13.221569,26:48.8
12.375,13.2,26:49.8
12.353846,13.270513,26:50.8
12.356667,13.273333,26:51.8
12.283333,13.261111,26:52.8
12.292982,13.209649,26:53.8
12.283333,13.291667,26:54.8
12.352083,13.245833,26:55.8
12.391176,13.221569,26:56.8
12.283333,13.291667,26:57.8
12.352083,13.3375,26:58.8
12.335714,13.291667,26:59.8
12.265,13.190833,27:00.8
12.334259,13.22037,27:01.8
12.397917,13.280208,27:02.8
12.301667,13.374167,27:03.8
12.3475,13.300833,27:04.8
12.35463,13.250926,27:05.8
12.21,13.328333,27:06.8
12.21,13.291667,27:07.8
12.191667,13.291667,27:08.8
12.2925,13.319167,27:09.8
12.274167,13.3375,27:10.8
12.265873,13.287302,27:11.8
12.254386,13.354386,27:12.8
12.283333,13.383333,27:13.8
12.235088,13.325439,27:14.8
12.2925,13.218333,27:15.8
12.17549,13.27549,27:16.8
12.21,13.31,27:17.8
12.1,13.291667,27:18.8
12.215789,13.296491,27:19.8
12.214583,13.234375,27:20.8
12.1275,13.31,27:21.8
12.222222,13.234921,27:22.8
12.283333,13.2,27:23.8
12.218627,13.2,27:24.8
12.283333,13.291667,27:25.8
12.2925,13.245833,27:26.8
12.283333,13.291667,27:27.8
12.283333,13.383333,27:28.8
12.234444,13.261111,27:29.8
12.191667,13.252381,27:30.8
12.212821,13.270513,27:31.8
12.191667,13.291667,27:32.8
12.254386,13.257895,27:33.8
12.140741,13.291667,27:34.8
12.191667,13.291667,27:35.8
12.271111,13.273333,27:36.8
12.294118,13.35098,27:37.8
12.312281,13.228947,27:38.8
12.264035,13.2,27:39.8
12.274167,13.218333,27:40.8
12.252778,13.261111,27:41.8
12.218627,13.27549,27:42.8
12.246667,13.218333,27:43.8
12.171296,13.240741,27:44.8
12.191667,13.291667,27:45.8
12.262963,13.22037,27:46.8
12.161111,13.352778,27:47.8
12.186275,13.232353,27:48.8
12.201852,13.22037,27:49.8
12.191667,13.147619,27:50.8
12.047619,13.108333,27:51.8
12.191667,13.2,27:52.8
12.092029,13.271739,27:53.8
12.173333,13.273333,27:54.8
12.142308,13.242308,27:55.8
12.078431,13.12451,27:56.8
11.99,13.273333,27:57.8
12.089216,13.27549,27:58.8
12.090833,13.181667,27:59.8
12.1,13.2,28:00.8
12.090833,13.154167,28:01.8
12.145833,13.096875,28:02.8
12.089815,13.17963,28:03.8
12.1,13.13125,28:04.8
12.121569,13.2,28:05.8
12.1,13.2,28:06.8
12.128947,13.228947,28:07.8
12.207843,13.221569,28:08.8
12.173333,13.273333,28:09.8
12.232407,13.312037,28:10.8
12.153922,13.253922,28:11.8
12.16875,13.26875,28:12.8
12.185556,13.322222,28:13.8
12.112821,13.270513,28:14.8
12.303704,13.210185,28:15.8
12.273684,13.325439,28:16.8
12.121569,13.27549,28:17.8
12.2375,13.303125,28:18.8
12.20614,13.30614,28:19.8
12.260417,13.2,28:20.8
12.128947,13.228947,28:21.8
12.260417,13.2,28:22.8
12.171296,13.250926,28:23.8
12.191667,13.240741,28:24.8
12.191667,13.291667,28:25.8
12.087778,13.273333,28:26.8
12.070513,13.312821,28:27.8
12.2375,13.26875,28:28.8
12.091667,13.2,28:29.8
12.212821,13.270513,28:30.8
12.112821,13.270513,28:31.8
12.170513,13.284615,28:32.8
12.142308,13.341026,28:33.8
12.107843,13.361765,28:34.8
12.11,13.395556,28:35.9
12.130952,13.475,28:36.9
12.052381,13.475,28:37.9
12.052381,13.475,28:38.8
12.036667,13.475,28:39.9
12.121569,13.458824,28:40.8
12.173333,13.493333,28:41.8
12.1,13.475,28:42.8
12.071053,13.354386,28:43.8
11.960714,13.44881,28:44.8
12.047619,13.475,28:45.8
11.934524,13.422619,28:46.8
12.026667,13.493333,28:47.8
12.1,13.448039,28:48.8
12.090351,13.392982,28:49.8
12.091667,13.383333,28:50.8
11.985897,13.355128,28:51.8
12.1,13.439744,28:52.8
12.008333,13.383333,28:53.8
12.128947,13.412281,28:54.8
12.039286,13.317857,28:55.8
12.070513,13.312821,28:56.8
12.170513,13.312821,28:57.8
12.191667,13.383333,28:58.8
12.191667,13.330952,28:59.8
12.173333,13.395556,29:00.8
12.042708,13.371875,29:01.8
11.92451,13.361765,29:02.8
12.034524,13.422619,29:03.8
11.914444,13.407778,29:04.8
12.083333,13.45,29:05.8
12.029487,13.453846,29:06.8
11.978431,13.491176,29:07.9
12.029487,13.453846,29:08.8
12.047619,13.475,29:09.8
12.1,13.475,29:10.8
12.089815,13.546296,29:11.8
12.12619,13.50119,29:12.8
12.17549,13.545098,29:13.8
12.191667,13.475,29:14.8
12.191667,13.525926,29:15.8
12.152381,13.475,29:16.8
12.091667,13.475,29:17.8
12.191667,13.383333,29:18.8
12.191667,13.383333,29:19.8
12.21,13.456667,29:20.8
12.112821,13.496154,29:21.8
12.191667,13.475,29:22.8
12.173333,13.493333,29:23.8
12.191667,13.475,29:24.8
12.335714,13.475,29:25.8
